id;foerderung;investitionsort;traeger_unternehmen;plz;strasse_nr;bewilligungsjahr;foerderbereich;projektbezeichnung;bewilligungssumme;rss_titel
669;Unternehmensförderung;Friedrichshain-Kreuzberg;"FOUNDRY Berlin GmbH";10961;"Blücherstr. 23";2019;Werbeagenturen;"Erweiterung einer Betriebsstätte";768040;"Erweiterung einer Betriebsstätte"
1437;Unternehmensförderung;Mitte;"PikeTec GmbH";10551;"Waldenserstr. 2-4";2017;"Sonstige Software-Entwicklung";"Erweiterung einer Betriebsstätte";17000;"Erweiterung einer Betriebsstätte"
1182;Unternehmensförderung;Mitte;"PROMOS consult Projektmanagement, Organisation und Service GmbH";10179;"Rungestr. 19";2018;IT-Beratung;"Erweiterung einer Betriebsstätte";199600;"Erweiterung einer Betriebsstätte"
927;Unternehmensförderung;Friedrichshain-Kreuzberg;"QVSTA GmbH";10967;"Urbanstr. 71";2018;Webportale;"Erweiterung einer Betriebsstätte";113300;"Erweiterung einer Betriebsstätte"
672;Unternehmensförderung;Pankow;"Peter Neß Bauklempnerei GmbH";13127;"Straße 199 Nr. 51";2019;"Herstellung Metallkonstruktionen";"Erweiterung einer Betriebsstätte";49180;"Erweiterung einer Betriebsstätte"
1440;Unternehmensförderung;Tempelhof-Schöneberg;"GK Formblech GmbH";12277;"Säntisstr. 133";2017;Metallwarenherstellung;"Erweiterung einer Betriebsstätte";422950;"Erweiterung einer Betriebsstätte"
1185;Unternehmensförderung;Tempelhof-Schöneberg;"AMBEG-Dr.J. Dichter Gesellschaft mit beschränkter Haftung";10829;"Tempelhofer Weg 65-68";2018;"Herstellung Maschinen sonstiges";"Erweiterung einer Betriebsstätte";161600;"Erweiterung einer Betriebsstätte"
930;Unternehmensförderung;Treptow-Köpenick;"emp Biotech GmbH";12489;"Schwarzschildstr. 6";2019;"Herstellung organischer Chemikalien";"Errichtung einer Betriebsstätte";345000;"Errichtung einer Betriebsstätte"
675;Unternehmensförderung;Treptow-Köpenick;"BAE Holding GmbH";12459;"Wilhelminenhofstr. 69/70";2019;Batterie/Akku-Herstellung;"Erweiterung einer Betriebsstätte";600000;"Erweiterung einer Betriebsstätte"
1443;Unternehmensförderung;Mitte;"Berliner Kaffeerösterei Giest & Compagnon Produktions & Vertriebs GmbH";10553;"Sickingenstr. 20-28";2017;Kaffee/Tee-Verarbeitung;"Errichtung einer Betriebsstätte";122670;"Errichtung einer Betriebsstätte"
1188;Unternehmensförderung;Mitte;"BPO Services Deutschland GmbH";10117;"Hausvogteiplatz 11 A";2018;Datenverarb/Hosting;"Errichtung einer Betriebsstätte";396690;"Errichtung einer Betriebsstätte"
933;Unternehmensförderung;"Nicht zugeordnet";"Wirelane GmbH";10829;"EUREF-Campus 13";2019;"Sonstige Software-Entwicklung";"Errichtung einer Betriebsstätte";226450;"Errichtung einer Betriebsstätte"
678;Unternehmensförderung;Pankow;"Kontist GmbH";10435;"Kastanienallee 98 B";2019;"Sonstige Software-Entwicklung";"Erweiterung einer Betriebsstätte";780000;"Erweiterung einer Betriebsstätte"
1446;Unternehmensförderung;Mitte;"Thein & Rios GmbH";10551;"Quitzowstr. 74";2017;Metallwarenherstellung;"Erweiterung einer Betriebsstätte";83040;"Erweiterung einer Betriebsstätte"
1191;Unternehmensförderung;Charlottenburg-Wilmersdorf;"JPT Peptide Technologies GmbH";10719;Hermann-Dorner-Allee;2019;"Herstellung organischer Chemikalien";"Errichtung einer Betriebsstätte";3450540;"Errichtung einer Betriebsstätte"
936;Unternehmensförderung;Mitte;"Heinlein Support GmbH";10785;"Lützowstr. 105";2018;IT-Beratung;"Erweiterung einer Betriebsstätte";223090;"Erweiterung einer Betriebsstätte"
681;Unternehmensförderung;Tempelhof-Schöneberg;"Otto Rauhut GmbH & Co";12107;"Lankwitzer Str. 40";2019;"Herstellung sonstiger Möbel";"Erweiterung einer Betriebsstätte";66000;"Erweiterung einer Betriebsstätte"
1449;Unternehmensförderung;Friedrichshain-Kreuzberg;"unu GmbH";10963;"Tempelhofer Ufer 17";2017;"Handel/Reparatur Kraftrrad";"Erweiterung einer Betriebsstätte";1592610;"Erweiterung einer Betriebsstätte"
1194;Unternehmensförderung;Friedrichshain-Kreuzberg;"Nick Rübesamen, Henrike Mayer GbR formes Berlin";10999;"Oranienstr. 183";2018;"Herstellung sonstiger Pappware";"Erweiterung einer Betriebsstätte";8850;"Erweiterung einer Betriebsstätte"
939;Unternehmensförderung;Neukölln;"Tischlerei und Innenausbau Wolfgang KRAUTZIG GmbH";12051;"Juliushof 11";2018;"Herstellung Holzteile";"Erweiterung einer Betriebsstätte";42250;"Erweiterung einer Betriebsstätte"
684;Unternehmensförderung;Tempelhof-Schöneberg;"CNC-Fertigung Gronemann GmbH";12277;"Großbeerenstr. 134A";2019;Mechanik;"Erweiterung einer Betriebsstätte";75810;"Erweiterung einer Betriebsstätte"
1452;Unternehmensförderung;Spandau;"CONTAG AG";13581;"Päwesiner Weg 30";2017;"Herstellung Leiterplatten";"Erweiterung einer Betriebsstätte";2218000;"Erweiterung einer Betriebsstätte"
1197;Unternehmensförderung;Charlottenburg-Wilmersdorf;"crealytics GmbH";10587;"Salzufer 12";2018;"Sonstige IT-Dienstleistungen";"Errichtung einer Betriebsstätte";20000;"Errichtung einer Betriebsstätte"
942;Unternehmensförderung;Neukölln;"HUM Systems GmbH";12047;"Schinkestraße 9";2019;"Herstellung elektirscher HH-Geräte";"Errichtung einer Betriebsstätte";396000;"Errichtung einer Betriebsstätte"
687;Unternehmensförderung;Mitte;"PROMOS consult Projektmanagement, Organisation und Service GmbH";10179;"Rungestr. 19";2019;"Sonstige IT-DL";"Erweiterung einer Betriebsstätte";240000;"Erweiterung einer Betriebsstätte"
1455;Unternehmensförderung;Neukölln;"WEMU GmbH CNC-Zerspanung";12349;"Christian-Henkel-Str. 9";2017;Mechanik;"Erweiterung einer Betriebsstätte";147900;"Erweiterung einer Betriebsstätte"
1200;Unternehmensförderung;Reinickendorf;"UPLINK NETWORK GmbH";13507;"Am Borsigturm 42";2019;"Drahtlose Telekommunikation";"Erweiterung einer Betriebsstätte";660000;"Erweiterung einer Betriebsstätte"
945;Unternehmensförderung;Pankow;"Hauptstadtader GmbH";10407;"Käthe-Niederkirchner-Str. 39";2018;Drucken;"Erweiterung einer Betriebsstätte";7650;"Erweiterung einer Betriebsstätte"
690;Unternehmensförderung;Friedrichshain-Kreuzberg;"EMnify GmbH";10969;"Charlottenstr. 4";2019;Datenverarbeitung/Hosting;"Erweiterung einer Betriebsstätte";2804700;"Erweiterung einer Betriebsstätte"
1458;Unternehmensförderung;Tempelhof-Schöneberg;"Bosch Software Innovations GmbH";12109;"Ullsteinstr. 110-142";2017;"Sonstige Software-Entwicklung";"Errichtung einer Betriebsstätte";262780;"Errichtung einer Betriebsstätte"
1203;Unternehmensförderung;Treptow-Köpenick;"InSystems Automation GmbH";12489;"Hans-Schmidt-Str. 2";2018;Fördermittelherstung;"Erweiterung einer Betriebsstätte";958980;"Erweiterung einer Betriebsstätte"
948;Unternehmensförderung;Mitte;"Wolffpack Vision GmbH";10785;"Pohlstr. 67";2019;Film/TV-Herstellung;"Errichtung einer Betriebsstätte";28110;"Errichtung einer Betriebsstätte"
693;Unternehmensförderung;Friedrichshain-Kreuzberg;"DCMN GmbH";10245;"Boxhagener Str. 18";2019;Werbeagenturen;"Erweiterung einer Betriebsstätte";839000;"Erweiterung einer Betriebsstätte"
1461;Unternehmensförderung;Charlottenburg-Wilmersdorf;"taxaphonica GmbH";14052;"Heerstr. 2";2017;Webportale;"Errichtung einer Betriebsstätte";75000;"Errichtung einer Betriebsstätte"
1206;Unternehmensförderung;Charlottenburg-Wilmersdorf;"DATANOMIQ GmbH";10587;"Franklinstr. 11";2018;"Sonstige IT-Dienstleistungen";"Erweiterung einer Betriebsstätte";36000;"Erweiterung einer Betriebsstätte"
951;Unternehmensförderung;Mitte;"Klaus Ellinger GmbH";10553;"Reuchlinstr. 10-11";2018;Mechanik;"Erweiterung einer Betriebsstätte";506000;"Erweiterung einer Betriebsstätte"
696;Unternehmensförderung;Lichtenberg;"Motiv Offset NSK GmbH";13053;"Grenzgrabenstr. 4";2019;Drucken;"Erweiterung einer Betriebsstätte";646500;"Erweiterung einer Betriebsstätte"
1464;Unternehmensförderung;Mitte;"Morr Music Distribution GmbH";10115;"Anklamer Str. 30";2017;"Verlag besp.Tonträger";"Errichtung einer Betriebsstätte";18150;"Errichtung einer Betriebsstätte"
1209;Unternehmensförderung;Tempelhof-Schöneberg;"HOLOPLOT GmbH";12099;"Ringbahnstr. 12";2018;"Geräte Unterhaltung";"Erweiterung einer Betriebsstätte";1742910;"Erweiterung einer Betriebsstätte"
954;Unternehmensförderung;Pankow;"H & H Projekt GmbH Tischlerei Meisterbetrieb";13127;"Am Posseberg 12";2018;"Herstellung Ladenmöbel";"Erweiterung einer Betriebsstätte";258000;"Erweiterung einer Betriebsstätte"
699;Unternehmensförderung;Friedrichshain-Kreuzberg;"Cuba Buddy UG (haftungsbeschränkt)";10999;"Oranienstraße 183-184";2019;Reiseveranstalter;"Erweiterung einer Betriebsstätte";538200;"Erweiterung einer Betriebsstätte"
1467;Unternehmensförderung;Tempelhof-Schöneberg;"Neumann Kohlebürsten GmbH";12309;"Töpchiner Weg 195-199";2017;"Herstellung Schaltungen u.a.";"Erweiterung einer Betriebsstätte";26400;"Erweiterung einer Betriebsstätte"
1212;Unternehmensförderung;Steglitz-Zehlendorf;"BMS Werk GmbH";14167;"Lichterfelder Weg 19";2017;"Herstellung Ladenmöbel";"Erweiterung einer Betriebsstätte";123000;"Erweiterung einer Betriebsstätte"
957;Unternehmensförderung;Mitte;"Softgames Mobile Entertainment Services GmbH";10178;"Karl-Liebknecht-Str. 32";2018;PC-Spiele-Verlag;"Erweiterung einer Betriebsstätte";285600;"Erweiterung einer Betriebsstätte"
702;Unternehmensförderung;Mitte;"aikux.com GmbH";10551;"Wiclefstr. 17";2019;"Sonstige Software-Entwicklung";"Errichtung einer Betriebsstätte";15000;"Errichtung einer Betriebsstätte"
1470;Unternehmensförderung;Mitte;"index Internet und Media- forschung GmbH";10115;"Zinnowitzer Str. 1";2018;Markt-/Meinungsforschung;"Erweiterung einer Betriebsstätte";10230;"Erweiterung einer Betriebsstätte"
1215;Unternehmensförderung;Tempelhof-Schöneberg;"Typographus GmbH";12277;"Nunsdorfer Ring 2-10";2017;Drucken;"Erweiterung einer Betriebsstätte";146400;"Erweiterung einer Betriebsstätte"
960;Unternehmensförderung;Friedrichshain-Kreuzberg;"On Cloud Service GmbH";10997;"Skalitzer Str. 97";2018;"Sonstige Software-Entwicklung";"Errichtung einer Betriebsstätte";1863360;"Errichtung einer Betriebsstätte"
705;Unternehmensförderung;Treptow-Köpenick;"Localiser RLI GmbH";12489;"Rudower Chaussee 12";2019;"Sonstige Software-Entwicklung";"Erweiterung einer Betriebsstätte";15280;"Erweiterung einer Betriebsstätte"
1473;Unternehmensförderung;Mitte;"Arriba Media GmbH";10785;"Potsdamer Str. 69";2017;Film/TV-Herstellung;"Erweiterung einer Betriebsstätte";7500;"Erweiterung einer Betriebsstätte"
1218;Unternehmensförderung;Treptow-Köpenick;"IfP Privates Institut für Produktqualität GmbH";12489;"Wagner-Régeny-Str. 8";2017;"Sonstige F&E Medizin u.a.";"Erweiterung einer Betriebsstätte";3172000;"Erweiterung einer Betriebsstätte"
963;Unternehmensförderung;Mitte;"Gravity & Storm GmbH";10179;"Klosterstr. 44";2018;"Sonstige Software-Entwicklung";"Erweiterung einer Betriebsstätte";9000;"Erweiterung einer Betriebsstätte"
708;Unternehmensförderung;Spandau;"Zahnradbau Ruger GmbH";13599;"An der Spreeschanze 14";2019;"Herstellung Getriebe u.a.";"Erweiterung einer Betriebsstätte";64150;"Erweiterung einer Betriebsstätte"
1476;Unternehmensförderung;Mitte;"Vagabund Brauerei GmbH";13347;"Oudenarder Str. 16-20";2018;Bier-Herstellung;"Erweiterung einer Betriebsstätte";503100;"Erweiterung einer Betriebsstätte"
1221;Unternehmensförderung;Tempelhof-Schöneberg;"Légère Reeds Ltd. Berlin";12107;"Im Marienpark 31";2017;"Herstellung sonstiger synthetischer Waren";"Errichtung einer Betriebsstätte";69000;"Errichtung einer Betriebsstätte"
966;Unternehmensförderung;Friedrichshain-Kreuzberg;"Turbine Kreuzberg GmbH";10999;"Ohlauer Str. 43";2018;"Entwicklung Internet-Präsentation";"Erweiterung einer Betriebsstätte";60000;"Erweiterung einer Betriebsstätte"
711;Unternehmensförderung;Treptow-Köpenick;"e-pixler NEW MEDIA GmbH";12459;"Edisonstr. 63";2019;"Entwicklung Internet-Präsentationen";"Errichtung einer Betriebsstätte";39000;"Errichtung einer Betriebsstätte"
1479;Unternehmensförderung;Pankow;"Eckert & Ziegler Radiopharma GmbH";13125;"Robert-Rössle-Str. 10";2018;"Sonstige chemische Waren";"Diversifizierung der Produktion";310000;"Diversifizierung der Produktion"
1224;Unternehmensförderung;Pankow;"Enso3D GmbH";10435;"Kastanienallee 29";2018;"Herstellung sonstiger synthetischer Waren";"Errichtung einer Betriebsstätte";14990;"Errichtung einer Betriebsstätte"
969;Unternehmensförderung;Neukölln;"Seleborg Distilling GmbH";12055;"Niemetzstraße 47-49";2018;Spirituosen-Herstellung;"Errichtung einer Betriebsstätte";23620;"Errichtung einer Betriebsstätte"
714;Unternehmensförderung;Friedrichshain-Kreuzberg;"Kolibri Games GmbH";10963;"Hallesches Ufer 60";2018;"Sonstige Software-Entwicklung";"Erweiterung einer Betriebsstätte";1009950;"Erweiterung einer Betriebsstätte"
1482;Unternehmensförderung;Neukölln;"Turbokultur GmbH";12049;"Mahlower Str. 23/24";2017;Film/TV-Herstellung;"Erweiterung einer Betriebsstätte";30000;"Erweiterung einer Betriebsstätte"
1227;Unternehmensförderung;Tempelhof-Schöneberg;"Rice Up onigiri GmbH";12099;"Ringbahnstr. 22-30";2018;"Herstellung sonstiger Lebensmittel";"Erweiterung einer Betriebsstätte";156960;"Erweiterung einer Betriebsstätte"
972;Unternehmensförderung;Mitte;"lengoo GmbH";10178;"Poststr. 4";2018;"Sonstige Software-Entwicklung";"Erweiterung einer Betriebsstätte";9530;"Erweiterung einer Betriebsstätte"
717;Unternehmensförderung;Reinickendorf;"Liguids wood design GmbH";13403;"Eichborndamm 167";2019;"Herstellung Holzteile";"Erweiterung einer Betriebsstätte";627900;"Erweiterung einer Betriebsstätte"
1485;Unternehmensförderung;"Nicht zugeordnet";"CWB Wasserbehandlung GmbH";12487;"Segelfliegerdamm 85";2017;"Technisch/chemische Untersuchungen";"Erweiterung einer Betriebsstätte";625300;"Erweiterung einer Betriebsstätte"
1230;Unternehmensförderung;Lichtenberg;"Wellenwerk Berlin GmbH & Co. Sport KG";10367;"Landsberger Allee 270";2018;"Erholungs-Dienstleistungen u.a.";"Erweiterung einer Betriebsstätte";962590;"Erweiterung einer Betriebsstätte"
975;Unternehmensförderung;Tempelhof-Schöneberg;"Bohn Gesellschaft für mechanische Fertigung mbH";12277;"Motzener Str. 24";2018;Mechanik;"Erweiterung einer Betriebsstätte";994800;"Erweiterung einer Betriebsstätte"
720;Unternehmensförderung;Friedrichshain-Kreuzberg;"Cinegramm GmbH";10997;"Görlitzer Str. 52";2019;Film/TV-Herstellung;"Errichtung einer Betriebsstätte";73340;"Errichtung einer Betriebsstätte"
1488;Unternehmensförderung;Charlottenburg-Wilmersdorf;"Metallbau Panek GmbH";10587;"Salzufer 14 a";2017;"Herstellung Metall-Elemente";"Erweiterung einer Betriebsstätte";48830;"Erweiterung einer Betriebsstätte"
1233;Unternehmensförderung;"Nicht zugeordnet";"sblocs bikes GmbH";12161;"Mainauer Str. 7";2018;Fahrrad-Herstellung;"Erweiterung einer Betriebsstätte";32170;"Erweiterung einer Betriebsstätte"
978;Unternehmensförderung;Mitte;"CBXNET combox internet GmbH";10785;"Lützowstr. 105";2018;I-Net-Serviceprovider;"Erweiterung einer Betriebsstätte";19500;"Erweiterung einer Betriebsstätte"
723;Unternehmensförderung;Treptow-Köpenick;"AZBA Analytisches Zentrum Berlin-Adlershof GmbH";12489;"Justus-von-Liebig-Str. 4";2019;"Technische/chemische Untersuchungen";"Erweiterung einer Betriebsstätte";183300;"Erweiterung einer Betriebsstätte"
1491;Unternehmensförderung;Treptow-Köpenick;"VISI/ONE GmbH";12435;"Puschkinallee 48";2018;"Sonstige IT-Dienstleistungen";"Erweiterung einer Betriebsstätte";2516850;"Erweiterung einer Betriebsstätte"
1236;Unternehmensförderung;Tempelhof-Schöneberg;"ELGO-MaR-Tech GmbH";12277;"Motzener Str. 6";2018;"Herstellung elektronischer Messinstrumstrumente";"Errichtung einer Betriebsstätte";167400;"Errichtung einer Betriebsstätte"
981;Unternehmensförderung;Spandau;"Kothe & Sohn Tischlerei und Innenausbau GmbH";13599;Otternbuchtstr.20;2018;"Herstellung sonstiger Möbel";"Erweiterung einer Betriebsstätte";39000;"Erweiterung einer Betriebsstätte"
726;Unternehmensförderung;Tempelhof-Schöneberg;"MRK Gehäusebau GmbH & Co. KG";12277;"Motzener Str. 6A";2019;Metallwarenherstellung;"Erweiterung einer Betriebsstätte";443820;"Erweiterung einer Betriebsstätte"
1494;Unternehmensförderung;Tempelhof-Schöneberg;"biotrics bioimplants GmbH";12109;"Ullsteinstr. 108";2017;"Herstellung Pharma-Grundstoffe";"Erweiterung einer Betriebsstätte";800000;"Erweiterung einer Betriebsstätte"
1239;Unternehmensförderung;Charlottenburg-Wilmersdorf;"Baumer hhs GmbH";10589;"Max-Dohrn-Str. 2 u. 4";2018;"Herstellung sonstiger Maschinen";"Errichtung einer Betriebsstätte";306000;"Errichtung einer Betriebsstätte"
984;Unternehmensförderung;Mitte;"Werk5 GmbH";10179;"Wilhelmine-Gemberg-Weg 6";2018;"Herstellung sonstiger Waren";"Erweiterung einer Betriebsstätte";90000;"Erweiterung einer Betriebsstätte"
729;Unternehmensförderung;Reinickendorf;"Spice United GmbH";13507;"Am Borsigturm 100";2019;"Groß-Handel Tee/Kaffee/ua";"Erweiterung einer Betriebsstätte";107310;"Erweiterung einer Betriebsstätte"
1497;Unternehmensförderung;Mitte;"status C AG";10178;"Alexanderstr. 7";2017;IT-Beratung;"Erweiterung einer Betriebsstätte";120000;"Erweiterung einer Betriebsstätte"
1242;Unternehmensförderung;Spandau;"Freaks 4U Gaming GmbH";13599;"An der Spreeschanze 10";2018;Werbeagenturen;"Erweiterung einer Betriebsstätte";896960;"Erweiterung einer Betriebsstätte"
987;Unternehmensförderung;Friedrichshain-Kreuzberg;"Fit Analytics GmbH";10247;"Voigtstr. 3";2019;"Sonstige Software-Entwicklung";"Errichtung einer Betriebsstätte";429000;"Errichtung einer Betriebsstätte"
732;Unternehmensförderung;Marzahn-Hellersdorf;"Polymerics GmbH Spezialpolymere - Klebstoffe - Polymercharakterisierung";12681;"Landsberger Allee 378 A";2019;Klebstoffherstellung;"Erweiterung einer Betriebsstätte";106840;"Erweiterung einer Betriebsstätte"
1500;Unternehmensförderung;Tempelhof-Schöneberg;"Promess Gesellschaft für Montage und Prüfsysteme mbH";12277;"Nunsdorfer Ring 27";2017;"Herstellung elektronischer Messinstrumstrumente";"Erweiterung einer Betriebsstätte";757680;"Erweiterung einer Betriebsstätte"
1245;Unternehmensförderung;Charlottenburg-Wilmersdorf;"Höcker Project Managers GmbH";10719;"Knesebeckstr. 59";2017;"Ingenieur Gesamtplan";"Erweiterung einer Betriebsstätte";20760;"Erweiterung einer Betriebsstätte"
990;Unternehmensförderung;Tempelhof-Schöneberg;"Hevert-Arzneimittel GmbH & Co. KG";10965;"Columbiadamm 33";2018;"Herstellung Pharma-Waren";"Erweiterung einer Betriebsstätte";100000;"Erweiterung einer Betriebsstätte"
735;Unternehmensförderung;Treptow-Köpenick;"ATN Automatisierungstechnik Niemeier GmbH";12487;"Segelfliegerdamm 94-98";2019;"Herstellung  Maschinen sonstiges";"Erweiterung einer Betriebsstätte";92400;"Erweiterung einer Betriebsstätte"
1503;Unternehmensförderung;Steglitz-Zehlendorf;"Bacher und Demmler GmbH & Co. KG";12247;"Kaiser-Wilhelm-Str. 7 - 15";2017;"Herstellung sonstiger Pappware";"Erweiterung einer Betriebsstätte";378400;"Erweiterung einer Betriebsstätte"
1248;Unternehmensförderung;Friedrichshain-Kreuzberg;"Aventies GmbH";10245;"Corinthstr. 54";2018;"Sonstige Informations-Dienstleistungen";"Erweiterung einer Betriebsstätte";101400;"Erweiterung einer Betriebsstätte"
993;Unternehmensförderung;Pankow;"AUCOTEAM GmbH";10407;"Storkower Str. 115A";2018;"Technisch/chemische Untersuchungen";"Erweiterung einer Betriebsstätte";234620;"Erweiterung einer Betriebsstätte"
738;Unternehmensförderung;Treptow-Köpenick;"WITEGA Laboratorien Berlin-Adlershof GmbH";12489;"James-Franck-Str. 4";2019;"Herstellung organischer Chemikalien";"Erweiterung einer Betriebsstätte";85740;"Erweiterung einer Betriebsstätte"
1506;Unternehmensförderung;Treptow-Köpenick;"ABiTEP GmbH";12489;"Glienicker Weg 185";2017;"Herstellung Pestizide u.a.";"Erweiterung einer Betriebsstätte";239370;"Erweiterung einer Betriebsstätte"
1251;Unternehmensförderung;Steglitz-Zehlendorf;"Bess Pro GmbH";14167;"Gustav-Krone-Str. 7";2017;"Herstellung medizinischer .Apparate";"Erweiterung einer Betriebsstätte";839970;"Erweiterung einer Betriebsstätte"
996;Unternehmensförderung;Friedrichshain-Kreuzberg;"Spree Druck Berlin GmbH";10997;"Wrangelstr. 100";2018;Drucken;"Erweiterung einer Betriebsstätte";481590;"Erweiterung einer Betriebsstätte"
741;Unternehmensförderung;Lichtenberg;"Treiber Tofu GmbH";13053;"Grenzgrabenstr. 15";2019;Obst/Gemüse-Verarbeitung;"Erweiterung einer Betriebsstätte";48000;"Erweiterung einer Betriebsstätte"
1509;Unternehmensförderung;Friedrichshain-Kreuzberg;"AUTOMATIK vfx GmbH";10997;"Cuvrystr. 3-4";2017;Filmtechnik;"Erweiterung einer Betriebsstätte";110600;"Erweiterung einer Betriebsstätte"
1254;Unternehmensförderung;Mitte;"GastroFix GmbH";10178;"Alex-Wedding-Str. 7";2018;"Sonstige Software-Entwicklung";"Erweiterung einer Betriebsstätte";1463280;"Erweiterung einer Betriebsstätte"
999;Unternehmensförderung;Treptow-Köpenick;"ELOA-Unique Lights GmbH";12459;"Reinbeckstr. 13";2018;Lampe/Leuchten-Herstellung;"Errichtung einer Betriebsstätte";54010;"Errichtung einer Betriebsstätte"
744;Unternehmensförderung;Mitte;"Fiorentino Formaggi GmbH";10553;"Beusselstr. 44 N-Q";2019;"Milchverarbeitung ohneEis";"Erweiterung einer Betriebsstätte";75570;"Erweiterung einer Betriebsstätte"
1512;Unternehmensförderung;Steglitz-Zehlendorf;"Blöss GmbH";12249;"Dessauerstr. 22";2018;"Herstellung sonstiger synthetischer Waren";"Erweiterung einer Betriebsstätte";6830;"Erweiterung einer Betriebsstätte"
1257;Unternehmensförderung;Treptow-Köpenick;"Space Structures GmbH";12435;"Fanny-Zobel-Str. 11";2017;"Ingenieur Fachplanung";"Erweiterung einer Betriebsstätte";9600;"Erweiterung einer Betriebsstätte"
1002;Unternehmensförderung;Reinickendorf;"Trend Point Marketing GmbH";13509;"Breitenbachstr. 24-29";2018;Werbeagenturen;"Erweiterung einer Betriebsstätte";922350;"Erweiterung einer Betriebsstätte"
747;Unternehmensförderung;Lichtenberg;"dopa Entwicklungsgesellschaft für Oberflächenbearbeitungstechnologie mbH";13057;"Pablo-Picasso-Str. 39";2018;"Herstellung sonstiger Werkzeuge";"Erweiterung einer Betriebsstätte";2388240;"Erweiterung einer Betriebsstätte"
1515;Unternehmensförderung;Mitte;"Advertima AG";10115;"Gartenstr. 7";2018;"Sonstige Software-Entwicklung";"Erweiterung einer Betriebsstätte";1440750;"Erweiterung einer Betriebsstätte"
1260;Unternehmensförderung;Mitte;"MARTIN Systems GmbH";10117;"Friedrichstr. 95";2017;"Herstellung sonstiger Maschinen";"Erweiterung einer Betriebsstätte";8330;"Erweiterung einer Betriebsstätte"
1005;Unternehmensförderung;Mitte;"Gamomat Development GmbH";10179;"Alte Jakobstr. 85/86";2018;"Sonstige Software-Entwicklung";"Errichtung einer Betriebsstätte";388860;"Errichtung einer Betriebsstätte"
750;Unternehmensförderung;Treptow-Köpenick;"LHB Lichthaus Berlin GmbH";12487;"Groß-Berliner Damm 83";2018;Film/TV-Herstellung;"Errichtung einer Betriebsstätte";2991760;"Errichtung einer Betriebsstätte"
1518;Unternehmensförderung;Mitte;"pi4 robotics GmbH";13355;"Gustav-Meyer-Allee 25";2017;"Herstellung Maschinen sonstige";"Erweiterung einer Betriebsstätte";315000;"Erweiterung einer Betriebsstätte"
1263;Unternehmensförderung;Treptow-Köpenick;"Magnosco GmbH";12489;"Justus-von-Liebig-Str. 2";2018;"Herstellung medizinischer Apparate";"Erweiterung einer Betriebsstätte";288330;"Erweiterung einer Betriebsstätte"
1008;Unternehmensförderung;Pankow;"Heinlein Support GmbH";10119;"Schwedter Str. 9 A";2018;IT-Beratung;"Erweiterung einer Betriebsstätte";67330;"Erweiterung einer Betriebsstätte"
753;Unternehmensförderung;Mitte;"GfL Gesellschaft für Lebensmittel- Forschung mbH";10787;"Landgrafenstr. 16";2019;"Technische/chemische Untersuchungen";"Erweiterung einer Betriebsstätte";298500;"Erweiterung einer Betriebsstätte"
1521;Unternehmensförderung;Friedrichshain-Kreuzberg;"motogadget GmbH";10997;"Köpenicker Str. 154";2017;"Herstellung elektrisches Zubehör";"Erweiterung einer Betriebsstätte";199910;"Erweiterung einer Betriebsstätte"
1266;Unternehmensförderung;Friedrichshain-Kreuzberg;"Artur Schambach GmbH";10969;"Prinzenstr. 87";2018;"Herstellung elektrischer Instrumente";"Errichtung einer Betriebsstätte";140000;"Errichtung einer Betriebsstätte"
1011;Unternehmensförderung;Marzahn-Hellersdorf;"Spree Hybrid und Kommunikations- technik GmbH";12681;"Schkopauer Ring 24";2018;"Herstellung Leiterplatten";"Erweiterung einer Betriebsstätte";810000;"Erweiterung einer Betriebsstätte"
756;Unternehmensförderung;Mitte;"VISUAL STATEMENTS GmbH";10178;"Neue Schönhauser Str. 1";2019;"Sonstiger Versand/I-Net-EH";"Errichtung einer Betriebsstätte";750000;"Errichtung einer Betriebsstätte"
1524;Unternehmensförderung;"Nicht zugeordnet";"NFON AG";10247;"Frankfurter Allee 73 D";2017;"Sonstige Telekommunikation";"Errichtung einer Betriebsstätte";553600;"Errichtung einer Betriebsstätte"
1269;Unternehmensförderung;Pankow;"Pulverlackierung Sarnoch GmbH";13127;"Marienstr. 7";2018;Oberflächenveredelung;"Erweiterung einer Betriebsstätte";66000;"Erweiterung einer Betriebsstätte"
1014;Unternehmensförderung;Lichtenberg;"mediaworx berlin AG";10317;"Zur Alten Flussbadeanstalt 4";2018;"Sonstige Software-Entwicklung";"Errichtung einer Betriebsstätte";129880;"Errichtung einer Betriebsstätte"
759;Unternehmensförderung;Spandau;"Wisch Engineering GmbH";13591;"Brunsbütteler Damm 456";2019;"Herstellung Metallkonstruktionen";"Erweiterung einer Betriebsstätte";200000;"Erweiterung einer Betriebsstätte"
1527;Unternehmensförderung;Mitte;"Schröder + Schömbs Public Relations GmbH";10119;"Torstr. 107";2017;PR-Beratung;"Erweiterung einer Betriebsstätte";24270;"Erweiterung einer Betriebsstätte"
1272;Unternehmensförderung;Tempelhof-Schöneberg;"raro plastics gmbh";12099;"Oberlandstr. 19-21";2017;"Herstellung sonstiger synthetischer Waren";"Erweiterung einer Betriebsstätte";61500;"Erweiterung einer Betriebsstätte"
